1059978483	20220824	202208	2022	2022.6411	LBN	LEBANON	LBN								SYR	SYRIA	SYR								0	057	057	05	1	8.0	1	1	1	-9.6875	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	1	Jordan	JO	JO		31	36	JO	20220824133000	https://www.timesofisrael.com/israeli-forces-foil-effort-to-smuggle-in-firearms-from-jordan-near-dead-sea/
1059978484	20220824	202208	2022	2022.6411	LBN	LEBANON	LBN								SYR	SYRIA	SYR								0	057	057	05	1	8.0	1	1	1	-9.6875	1	Egypt	EG	EG		27	30	EG	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Jordan	JO	JO		31	36	JO	20220824133000	https://www.timesofisrael.com/israeli-forces-foil-effort-to-smuggle-in-firearms-from-jordan-near-dead-sea/
1059978485	20220824	202208	2022	2022.6411	LBN	LEBANON	LBN								SYR	SYRIA	SYR								0	057	057	05	1	8.0	3	1	3	-9.6875	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Syria	SY	SY		35	38	SY	1	Jordan	JO	JO		31	36	JO	20220824133000	https://www.timesofisrael.com/israeli-forces-foil-effort-to-smuggle-in-firearms-from-jordan-near-dead-sea/
1059978486	20220824	202208	2022	2022.6411	LBR	LIBERIA	LBR								BUS	BOSS						BUS			1	112	112	11	3	-2.0	2	1	2	-0.985221674876839	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824133000	https://allafrica.com/stories/202208240313.html
1059978487	20220824	202208	2022	2022.6411	LEG	SENATE PRESIDENT						LEG													1	010	010	01	1	0.0	1	1	1	-1.07238605898124	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220824133000	https://www.wallowa.com/opinion/columnists/other-views-making-the-people-s-house-safe/article_48cc2d39-0bc4-5285-ac06-482cdc1fc5c9.html
1059978488	20220824	202208	2022	2022.6411	LEG	LAWMAKER						LEG													1	010	010	01	1	0.0	6	1	6	-1.54440154440154	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824133000	https://www.washingtonexaminer.com/news/campaigns/aocs-mixed-endorsement-record-takes-a-hit-in-her-home-state
1059978489	20220824	202208	2022	2022.6411	LEG	SENATOR						LEG													1	020	020	02	1	3.0	15	1	10	0.343642611683852	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20220824133000	https://www.coincommunity.com/forum/topic.asp?TOPIC_ID=429581
1059978490	20220824	202208	2022	2022.6411	LEG	PARLIAMENT						LEG													0	036	036	03	1	4.0	10	1	10	-4.41988950276243	4	Gokwe, Midlands, Zimbabwe	ZI	ZI02	40197	-18.2048	28.9349	-2311604	0								4	Gokwe, Midlands, Zimbabwe	ZI	ZI02	40197	-18.2048	28.9349	-2311604	20220824133000	https://www.newzimbabwe.com/take-everything-says-wadyajena-in-latest-taunt-to-zacc-while-addressing-gokwe-villagers/
1059978491	20220824	202208	2022	2022.6411	LEG	SENATE						LEG													0	042	042	04	1	1.9	3	1	3	-2.19638242894057	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20220824133000	https://www.nbcnews.com/meet-the-press/first-read/ny-special-election-results-provide-latest-signs-2022-environment-chan-rcna44566
1059978492	20220824	202208	2022	2022.6411	LEG	SENATE						LEG													0	042	042	04	1	1.9	7	1	7	-2.19638242894057	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824133000	https://www.nbcnews.com/meet-the-press/first-read/ny-special-election-results-provide-latest-signs-2022-environment-chan-rcna44566
1059978493	20220824	202208	2022	2022.6411	LEG	LAWMAKER						LEG													0	071	071	07	2	7.4	20	1	10	3.02013422818792	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220824133000	https://www.thecentersquare.com/georgia/georgias-kemp-appropriates-another-37-4-million-in-federal-covid-relief-funds/article_4e1d2db2-23ac-11ed-924b-ffdb356fbeda.html
1059978494	20220824	202208	2022	2022.6411	LEG	SENATE						LEG													0	071	071	07	2	7.4	10	1	10	-2.19638242894057	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220824133000	https://www.nbcnews.com/meet-the-press/first-read/ny-special-election-results-provide-latest-signs-2022-environment-chan-rcna44566
1059978495	20220824	202208	2022	2022.6411	LEG	CONGRESS						LEG													0	161	161	16	4	-4.0	10	1	10	-2.06185567010309	0								0								0								20220824133000	https://www.telegraphindia.com/india/jaiveer-shergill-quits-congress-says-sycophancy-eating-into-party-like-termites/cid/1882180
1059978496	20220824	202208	2022	2022.6411	LEG	CONGRESS						LEG			AFR	AFRICA	AFR								1	051	051	05	1	3.4	10	1	10	-0.699300699300689	0								0								0								20220824133000	https://www.702.co.za/articles/452982/there-s-nothing-wrong-with-protesting-against-a-government-we-support-cosatu
1059978497	20220824	202208	2022	2022.6411	LEG	SENATOR						LEG			BUS	INDUSTRY						BUS			0	020	020	02	1	3.0	10	1	10	0.343642611683852	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20220824133000	https://www.coincommunity.com/forum/topic.asp?TOPIC_ID=429581
1059978498	20220824	202208	2022	2022.6411	LEG	PARLIAMENT						LEG			CVL	VOTER						CVL			1	020	020	02	1	3.0	10	1	10	-1.04477611940298	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20220824133000	https://www.dailymaverick.co.za/article/2022-08-24-angolans-vote-in-tight-race-in-which-alienated-youth-may-tilt-balance/
1059978499	20220824	202208	2022	2022.6411	LEG	FEDERAL EXECUTIVE COUNCIL						LEG			NGA	NIGERIA	NGA								1	040	040	04	1	1.0	2	1	2	-1.83823529411765	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824133000	https://www.nationalaccordnewspaper.com/president-buhari-presides-over-fec-as-osinbajo-joins-meeting-after-surgery/
1059978500	20220824	202208	2022	2022.6411	LEG	FEDERAL EXECUTIVE COUNCIL						LEG			NGAGOV	NIGERIA	NGA					GOV			1	040	040	04	1	1.0	2	1	2	-1.83823529411765	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20220824133000	https://www.nationalaccordnewspaper.com/president-buhari-presides-over-fec-as-osinbajo-joins-meeting-after-surgery/
1059978501	20220824	202208	2022	2022.6411	LEG	SENATE PRESIDENT						LEG			USA	UNITED STATES	USA								1	010	010	01	1	0.0	3	1	3	-1.07238605898124	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220824133000	https://www.wallowa.com/opinion/columnists/other-views-making-the-people-s-house-safe/article_48cc2d39-0bc4-5285-ac06-482cdc1fc5c9.html
1059978502	20220824	202208	2022	2022.6411	LEG	CONGRESSWOMAN						LEG			USA	WASHINGTON	USA								1	040	040	04	1	1.0	9	1	9	-3.32871012482663	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824133000	https://www.washingtonexaminer.com/news/house/ocasio-cortez-admits-financial-disclosure
1059978503	20220824	202208	2022	2022.6411	LEG	LEGISLATOR						LEG			ZWE	ZIMBABWE	ZWE								1	1711	171	17	4	-9.2	2	1	2	-4.41988950276243	4	Gokwe, Midlands, Zimbabwe	ZI	ZI02	40197	-18.2048	28.9349	-2311604	4	Gokwe, Midlands, Zimbabwe	ZI	ZI02	40197	-18.2048	28.9349	-2311604	4	Gokwe, Midlands, Zimbabwe	ZI	ZI02	40197	-18.2048	28.9349	-2311604	20220824133000	https://www.newzimbabwe.com/take-everything-says-wadyajena-in-latest-taunt-to-zacc-while-addressing-gokwe-villagers/
1059978504	20220824	202208	2022	2022.6411	LKA	COLOMBO	LKA								LKAGOV	SRI LANKA	LKA					GOV			1	036	036	03	1	4.0	10	1	10	-7.57575757575758	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220824133000	https://article.wn.com/view/2022/08/24/IMF_team_to_holds_talks_with_crisishit_Sri_Lanka_on_debt_res_t/
1059978505	20220824	202208	2022	2022.6411	LKAGOV	SRI LANKA	LKA					GOV			LKA	COLOMBO	LKA								1	036	036	03	1	4.0	10	1	10	-7.57575757575758	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220824133000	https://article.wn.com/view/2022/08/24/IMF_team_to_holds_talks_with_crisishit_Sri_Lanka_on_debt_res_t/
1059978506	20220824	202208	2022	2022.6411	MAC	MACAO	MAC								BUS	BUSINESS						BUS			1	060	060	06	2	6.0	2	1	2	2.24550898203592	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20220824133000	http://www.china.org.cn/china/Off_the_Wire/2022-08/24/content_78387924.htm
1059978507	20220824	202208	2022	2022.6411	MAR	RABAT	MAR								DEUGOV	GERMANY	DEU					GOV			1	043	043	04	1	2.8	1	1	1	1.14942528735633	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20220824133000	https://english.alaraby.co.uk/news/germany-fm-visit-morocco-first-time-reconciliation
1059978508	20220824	202208	2022	2022.6411	MAR	RABAT	MAR								DEUGOV	GERMANY	DEU					GOV			1	043	043	04	1	2.8	1	1	1	1.14942528735633	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220824133000	https://english.alaraby.co.uk/news/germany-fm-visit-morocco-first-time-reconciliation
1059978509	20220824	202208	2022	2022.6411	MAR	MOROCCO	MAR								GBR	UNITED KINGDOM	GBR								0	120	120	12	3	-4.0	2	1	2	-3.58705161854768	4	Dover, Kent, United Kingdom	UK	UKG5	40117	51.1333	1.3	-2594561	1	Nigeria	NI	NI		10	8	NI	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20220824133000	http://www.msn.com/en-nz/news/uknews/france-says-britain-owes-8-4million-for-beach-patrols-and-say-migrant-flash-mobs-overwhelm-them/ar-AA112C87
1059978510	20220824	202208	2022	2022.6411	MAR	RABAT	MAR								MED	JOURNALIST						MED			1	043	043	04	1	2.8	10	1	10	1.14942528735633	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20220824133000	https://english.alaraby.co.uk/news/germany-fm-visit-morocco-first-time-reconciliation
1059978511	20220824	202208	2022	2022.6411	MAR	RABAT	MAR								PTY	POLITICIAN									1	043	043	04	1	2.8	10	1	10	1.14942528735633	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20220824133000	https://english.alaraby.co.uk/news/germany-fm-visit-morocco-first-time-reconciliation
1059978512	20220824	202208	2022	2022.6411	MAR	CASABLANCA	MAR								SAU	SAUDI	SAU								1	057	057	05	1	8.0	10	1	10	3.7940379403794	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20220824133000	https://atalayar.com/en/content/saudi-arabia-launches-new-direct-flights-morocco
1059978513	20220824	202208	2022	2022.6411	MAR	CASABLANCA	MAR								SAU	SAUDI	SAU								1	060	060	06	2	6.0	8	1	8	3.7940379403794	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20220824133000	https://atalayar.com/en/content/saudi-arabia-launches-new-direct-flights-morocco
1059978514	20220824	202208	2022	2022.6411	MAR	MOROCCO	MAR								SAU	SAUDI ARABIA	SAU								1	060	060	06	2	6.0	2	1	2	3.7940379403794	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20220824133000	https://atalayar.com/en/content/saudi-arabia-launches-new-direct-flights-morocco
1059978515	20220824	202208	2022	2022.6411	MAR	MOROCCO	MAR								SAU	SAUDI ARABIA	SAU								1	060	060	06	2	6.0	8	1	8	3.7940379403794	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20220824133000	https://atalayar.com/en/content/saudi-arabia-launches-new-direct-flights-morocco
1059978516	20220824	202208	2022	2022.6411	MED	PUBLICATION						MED													0	010	010	01	1	0.0	6	1	6	-4.81099656357389	4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	0								4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	20220824133000	https://www.idsnews.com/article/2022/08/iu-should-have-a-better-public-health-response-to-monkeypox-than-covid-19
1059978517	20220824	202208	2022	2022.6411	MED	JOURNALIST						MED													0	010	010	01	1	0.0	3	1	3	-3.43704775687409	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824133000	https://www.azcentral.com/story/news/local/arizona-environment/2022/08/24/climate-reporters-navigate-truth-stress-hate-mail-and-hope/7867650001/
1059978518	20220824	202208	2022	2022.6411	MED	JOURNALIST						MED													0	010	010	01	1	0.0	2	1	2	-3.43704775687409	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20220824133000	https://www.azcentral.com/story/news/local/arizona-environment/2022/08/24/climate-reporters-navigate-truth-stress-hate-mail-and-hope/7867650001/
1059978519	20220824	202208	2022	2022.6411	MED	SPOKESMAN						MED													1	030	030	03	1	4.0	5	1	5	-0.54858934169279	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220824133000	https://www.adirondackexplorer.org/stories/did-a-hunter-kill-a-wolf-in-new-york
1059978520	20220824	202208	2022	2022.6411	MED	SPOKESMAN						MED													1	030	030	03	1	4.0	5	1	5	-0.54858934169279	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824133000	https://www.adirondackexplorer.org/stories/did-a-hunter-kill-a-wolf-in-new-york
1059978521	20220824	202208	2022	2022.6411	MED	MEDIA						MED													1	043	043	04	1	2.8	6	1	6	1.55709342560554	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824133000	https://www.forbes.com/sites/guymartin/2022/08/24/with-a-little-help-from-her-friend-serena-meghan-markles-long-awaited-archetypes-podcast-debuts-on-spotify/
1059978522	20220824	202208	2022	2022.6411	MED	TELEVISION						MED													1	055	055	05	1	7.0	10	1	10	-3.50877192982456	4	Hod Hasharon, HaMerkaz, Israel	IS	IS02	18311	32.1508	34.8883	-780155	0								4	Hod Hasharon, HaMerkaz, Israel	IS	IS02	18311	32.1508	34.8883	-780155	20220824133000	https://blogs.timesofisrael.com/its-time-for-a-revolution/
1059978523	20220824	202208	2022	2022.6411	MED	JOURNALIST						MED													0	110	110	11	3	-2.0	10	1	10	-3.43704775687409	3	Palm Springs, Arizona, United States	US	USAZ	AZ021	33.4048	-111.538	32644	0								3	Palm Springs, Arizona, United States	US	USAZ		33.4048	-111.538	32644	20220824133000	https://www.azcentral.com/story/news/local/arizona-environment/2022/08/24/climate-reporters-navigate-truth-stress-hate-mail-and-hope/7867650001/
1059978524	20220824	202208	2022	2022.6411	MED	JOURNALIST						MED													1	111	111	11	3	-2.0	3	1	3	-3.74331550802139	4	Espirito Santo, Estado de Pernambuco, Brazil	BR	BR30	18585	-7.58333	-37.55	-674460	0								4	Espirito Santo, Estado de Pernambuco, Brazil	BR	BR30	18585	-7.58333	-37.55	-674460	20220824133000	https://rsf.org/en/rsf-will-analyse-online-attacks-against-media-during-brazilian-election-campaign
1059978525	20220824	202208	2022	2022.6411	MED	JOURNALIST						MED													0	192	192	19	4	-9.5	5	1	5	-3.43704775687409	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824133000	https://www.azcentral.com/story/news/local/arizona-environment/2022/08/24/climate-reporters-navigate-truth-stress-hate-mail-and-hope/7867650001/
1059978526	20220824	202208	2022	2022.6411	MED	PUBLICATION						MED			BWA	BOTSWANA	BWA								0	010	010	01	1	0.0	4	1	4	-4.81099656357389	4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	20220824133000	https://www.idsnews.com/article/2022/08/iu-should-have-a-better-public-health-response-to-monkeypox-than-covid-19
1059978527	20220824	202208	2022	2022.6411	MED	JOURNALIST						MED			MAR	RABAT	MAR								1	042	042	04	1	1.9	10	1	10	1.14942528735633	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20220824133000	https://english.alaraby.co.uk/news/germany-fm-visit-morocco-first-time-reconciliation
1059978528	20220824	202208	2022	2022.6411	MED	MEDIA						MED			REL	PRIEST									1	110	110	11	3	-2.0	10	1	10	-3.30188679245283	0								0								0								20220824133000	https://www.faceofmalawi.com/2022/08/24/bishop-malasa-speaks-out-on-mk1-billion-retirement-package-given-to-him/
1059978529	20220824	202208	2022	2022.6411	MED	MEDIA						MED			RUS	RUSSIA	RUS								0	1124	112	11	3	-2.0	2	1	2	-5.50660792951541	4	Zaporizhzhya, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.8229	35.1903	-1060168	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824133000	https://www.mirror.co.uk/news/world-news/pro-putin-ukrainian-official-killed-27821347
1059978530	20220824	202208	2022	2022.6411	MED	MEDIA						MED			RUS	VLADIMIR	RUS								0	1124	112	11	3	-2.0	3	1	3	-5.50660792951541	1	Russia	RS	RS		60	100	RS	4	Zaporizhzhya, Zaporiz'ka Oblast', Ukraine	UP	UP26	28566	47.8229	35.1903	-1060168	1	Russia	RS	RS		60	100	RS	20220824133000	https://www.mirror.co.uk/news/world-news/pro-putin-ukrainian-official-killed-27821347
1059978531	20220824	202208	2022	2022.6411	MED	WEBSITE						MED			UKR	UKRAINE	UKR								1	017	017	01	1	0.0	10	1	10	1.31147540983607	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824133000	https://www.thestar.com.my/news/world/2022/08/24/ukraine-rejects-039cynical039-independence-day-greeting-by-belarusian-leader
1059978532	20220824	202208	2022	2022.6411	MED	MEDIA						MED			UKR	UKRAINE	UKR								1	111	111	11	3	-2.0	4	1	4	-5.87002096436059	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824133000	https://www.washingtonexaminer.com/opinion/moscow-we-have-a-problem-russian-soldiers-grow-weary-of-war
1059978533	20220824	202208	2022	2022.6411	MED	MEDIA						MED			UKR	UKRAINE	UKR								1	111	111	11	3	-2.0	1	1	1	-5.87002096436059	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824133000	https://www.washingtonexaminer.com/opinion/moscow-we-have-a-problem-russian-soldiers-grow-weary-of-war
1059978534	20220824	202208	2022	2022.6411	MED	NEWS STATION						MED			USA	FLORIDA	USA								1	1124	112	11	3	-2.0	2	1	2	-3.92638036809816	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824133000	http://www.msn.com/en-nz/news/world/controversy-as-florida-fisherman-filmed-dragging-shark-and-stabbing-it-in-head-i-am-speechless/ar-AA111Kga
1059978535	20220824	202208	2022	2022.6411	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	013	013	01	1	0.4	2	1	2	4.59363957597173	3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	20220824133000	https://mix979fm.com/midland-odessa-would-never-agree-to-this/
1059978536	20220824	202208	2022	2022.6411	MIL	ARMED FORCES						MIL													1	062	062	06	2	7.4	10	1	10	-1.7921146953405	0								0								0								20220824133000	https://www.lawgazette.co.uk/news/call-to-arms-for-firms-to-enforce-veterans-rights/5113466.article
1059978537	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL													1	190	190	19	4	-10.0	3	1	3	-0.24330900243309	4	Vostok, Tatarstan, Russia	RS	RS73	25102	55	50.8667	-3035924	0								4	Vostok, Tatarstan, Russia	RS	RS73	25102	55	50.8667	-3035924	20220824133000	https://www.thequint.com/voices/opinion/india-at-sco-walking-the-russia-china-tightrope-as-uneasy-us-keeps-a-close-eye
1059978538	20220824	202208	2022	2022.6411	MIL	ARMED FORCES						MIL			AZE	AZERBAIJAN	AZE								1	0874	087	08	2	10.0	2	1	2	-0.20833333333334	4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	4	Artsakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20220824133000	https://horizonweekly.ca/en/we-are-no-different-from-azerbaijan-mevlut-cavusoglu/
1059978539	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL			CHN	CHINA	CHN								1	043	043	04	1	2.8	3	1	3	-0.24330900243309	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220824133000	https://www.thequint.com/voices/opinion/india-at-sco-walking-the-russia-china-tightrope-as-uneasy-us-keeps-a-close-eye
1059978540	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL			CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	-0.24330900243309	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	Pakistan	PK	PK		30	70	PK	20220824133000	https://www.thequint.com/voices/opinion/india-at-sco-walking-the-russia-china-tightrope-as-uneasy-us-keeps-a-close-eye
1059978541	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL			CVL	VILLAGE						CVL			0	190	190	19	4	-10.0	10	1	10	-4.35779816513761	0								0								0								20220824133000	https://www.rfa.org/english/news/myanmar/more-than-200-houses-torched-08242022070304.html
1059978542	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL			CZECVL	CZECH	CZE					CVL			0	173	173	17	4	-5.0	8	1	8	-1.90597204574333	1	Czech Republic	EZ	EZ		49.75	15	EZ	1	Czech Republic	EZ	EZ		49.75	15	EZ	1	Czech Republic	EZ	EZ		49.75	15	EZ	20220824133000	https://www.forbes.com/sites/craighooper/2022/08/24/new-contract-resolves-labor-standoff-at-iowa-army-ammunition-plant/
1059978543	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL			CZECVL	CZECH REPUBLIC	CZE					CVL			0	173	173	17	4	-5.0	2	1	2	-1.90597204574333	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	1	Czech Republic	EZ	EZ		49.75	15	EZ	1	Czech Republic	EZ	EZ		49.75	15	EZ	20220824133000	https://www.forbes.com/sites/craighooper/2022/08/24/new-contract-resolves-labor-standoff-at-iowa-army-ammunition-plant/
1059978544	20220824	202208	2022	2022.6411	MIL	MILITARY						MIL			ELI	RETIRED						ELI			1	036	036	03	1	4.0	3	1	3	1.02739726027397	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220824133000	https://www.desmoinesregister.com/story/news/politics/2022/08/24/sarah-huckabee-sanders-iowa-senator-joni-ernst-2022-roast-ride/7879917001/
